startDt,endDt,airlineType,koreaAirport,ap1,ap2,ap_ROUTE,arr_WEIGHT,total_PERSON,dep_WEIGHT,total_FP,dep_PERSON,arr_PERSON,total_WEIGHT,arr_FP,al_ICAO,dep_FP,year
,,,,인천 (RKSI),코펜하겐 (EKCH),EKCH,0,0,78,4,0,0,78,1,,3,2021
,,,,인천 (RKSI),콜럼버스 (KLCK),KLCK,0,0,0,3,0,0,0,3,,0,2021
,,,,인천 (RKSI),콜럼버스 (KLCK),KLCK,0,0,0,58,0,0,0,58,CKS,0,2021
,,,,인천 (RKSI),콜럼버스 (KLCK),KLCK,0,0,0,3,0,0,0,2,GTI,1,2021
,,,,인천 (RKSI),콜럼버스 (KLCK),KLCK,3716,3,18015,1055,0,3,21731,527,KAL,528,2021
,,,,인천 (RKSI),쿠알라룸푸르 (WMKK),WMKK,14452,15884,10447,925,6855,9029,24899,462,KAL,463,2021
,,,,인천 (RKSI),쿠알라룸푸르 (WMKK),WMKK,5200,69,6472,657,34,35,11672,328,MAS,329,2021
,,,,인천 (RKSI),쿠알라룸푸르 (WMKK),WMKK,0,0,0,2,0,0,0,2,NCR,0,2021
,,,,인천 (RKSI),쿠알라룸푸르 (WMKK),WMKK,0,0,0,3,0,0,0,1,VDA,2,2021
,,,,인천 (RKSI),쿠알라룸푸르 (WMKK),WMKK,2526,0,2252,252,0,0,4778,126,XAX,126,2021
,,,,인천 (RKSI),쿤밍 (ZPPP),ZPPP,0,0,0,2,0,0,0,2,ABW,0,2021
,,,,인천 (RKSI),퀼른 (EDDK),EDDK,19,0,153,61,0,0,172,56,UPS,5,2021
,,,,인천 (RKSI),크라스노야르스크 (UNKL),UNKL,236,0,1614,35,0,0,1850,6,ABW,29,2021
,,,,인천 (RKSI),크라스노야르스크 (UNKL),UNKL,0,0,22,1,0,0,22,0,TUP,1,2021
,,,,인천 (RKSI),크라스노야르스크 (UNKL),UNKL,0,0,0,1,0,0,0,1,VAS,0,2021
,,,,인천 (RKSI),클라크 (RPLC),RPLC,5,1046,19,22,746,300,24,11,JJA,11,2021
,,,,인천 (RKSI),클라크 (RPLC),RPLC,1,416,6,10,309,107,7,5,JNA,5,2021
,,,,인천 (RKSI),클라크 (RPLC),RPLC,0,0,0,1,0,0,0,1,VDA,0,2021
,,,,인천 (RKSI),킹 칼리드 (OERK),OERK,169,0,860,78,0,0,1029,39,SVA,39,2021
,,,,인천 (RKSI),타라즈 (UADD),UADD,0,0,53,1,0,0,53,0,NCR,1,2021
,,,,인천 (RKSI),타슈켄트 (UZTT),UZTT,322,17819,633,104,9777,8042,955,52,AAR,52,2021
,,,,인천 (RKSI),타슈켄트 (UZTT),UZTT,615,7240,743,98,3371,3869,1358,49,KAL,49,2021
,,,,인천 (RKSI),타슈켄트 (UZTT),UZTT,939,21386,5151,476,9985,11401,6090,237,UZB,239,2021
,,,,인천 (RKSI),타오위안 (RCTP),RCTP,5505,10065,5791,1140,4113,5952,11296,570,AAR,570,2021
,,,,인천 (RKSI),타오위안 (RCTP),RCTP,0,0,0,17,0,0,0,17,ABW,0,2021
,,,,인천 (RKSI),타오위안 (RCTP),RCTP,0,0,0,1,0,0,0,1,ASV,0,2021
,,,,인천 (RKSI),타오위안 (RCTP),RCTP,7927,751,10127,1176,422,329,18054,588,CAL,588,2021
,,,,인천 (RKSI),타오위안 (RCTP),RCTP,7104,3062,7821,1005,1982,1080,14925,502,EVA,503,2021
,,,,인천 (RKSI),타오위안 (RCTP),RCTP,0,0,0,3,0,0,0,2,FDX,1,2021
,,,,인천 (RKSI),타오위안 (RCTP),RCTP,895,0,369,107,0,0,1264,94,GTI,13,2021
,,,,인천 (RKSI),타오위안 (RCTP),RCTP,40,0,66,52,0,0,106,26,JJA,26,2021
,,,,인천 (RKSI),타오위안 (RCTP),RCTP,5295,9001,4413,784,3384,5617,9708,392,KAL,392,2021
,,,,인천 (RKSI),타오위안 (RCTP),RCTP,33,0,66,3,0,0,99,1,PAC,2,2021
,,,,인천 (RKSI),타오위안 (RCTP),RCTP,19,0,98,66,0,0,117,35,UPS,31,2021
,,,,인천 (RKSI),타오위안 (RCTP),RCTP,0,0,0,1,0,0,0,0,VDA,1,2021
,,,,인천 (RKSI),타오위안 (RCTP),RCTP,0,0,0,6,0,0,0,3,WGN,3,2021
,,,,인천 (RKSI),타이난 (RCNN),RCNN,0,0,0,1,0,0,0,1,,0,2021
,,,,인천 (RKSI),타이난 (RCNN),RCNN,0,0,0,8,0,0,0,6,JJA,2,2021
,,,,인천 (RKSI),태원 (ZBYN),ZBYN,0,0,0,2,0,0,0,0,AAR,2,2021
,,,,인천 (RKSI),테해란 (OIIE),OIIE,0,0,19,1,0,0,19,0,QFZ,1,2021
,,,,인천 (RKSI),테해란 (OIIE),OIIE,0,52,2,1,52,0,2,0,QTR,1,2021
,,,,인천 (RKSI),텔아비브 (LLBG),LLBG,0,0,0,3,0,0,0,1,,2,2021
,,,,인천 (RKSI),텔아비브 (LLBG),LLBG,2,22,0,4,11,11,2,2,AIZ,2,2021
,,,,인천 (RKSI),텔아비브 (LLBG),LLBG,5,0,69,8,0,0,74,4,ELY,4,2021
,,,,인천 (RKSI),텔아비브 (LLBG),LLBG,0,0,18,6,0,0,18,3,ISR,3,2021
,,,,인천 (RKSI),텔아비브 (LLBG),LLBG,0,0,34,2,0,0,34,0,MLT,2,2021
,,,,인천 (RKSI),토론토 (CYYZ),CYYZ,0,0,11,2,0,0,11,0,,2,2021
,,,,인천 (RKSI),토론토 (CYYZ),CYYZ,2588,25223,3954,1577,14848,10375,6542,820,ACA,757,2021
,,,,인천 (RKSI),토론토 (CYYZ),CYYZ,0,0,70,1,0,0,70,0,CKS,1,2021
,,,,인천 (RKSI),토론토 (CYYZ),CYYZ,3601,29300,9941,745,17704,11596,13542,372,KAL,373,2021
,,,,인천 (RKSI),토론토 (CYYZ),CYYZ,0,0,9,1,0,0,9,0,VDA,1,2021
,,,,인천 (RKSI),트레비스 (KSUU),KSUU,0,0,0,11,0,0,0,11,CKS,0,2021
,,,,인천 (RKSI),트레비스 (KSUU),KSUU,0,0,0,12,0,0,0,12,GTI,0,2021
,,,,인천 (RKSI),트레비스 (KSUU),KSUU,0,0,0,2,0,0,0,2,PAC,0,2021
,,,,인천 (RKSI),트레비스 (KSUU),KSUU,0,0,0,5,0,0,0,3,WGN,2,2021
,,,,인천 (RKSI),파리 (LFPG),LFPG,4319,31094,4722,755,16706,14388,9041,321,AFR,434,2021
,,,,인천 (RKSI),파리 (LFPG),LFPG,2872,22619,3039,294,10619,12000,5911,147,KAL,147,2021
,,,,인천 (RKSI),파야레바 (WSAP),WSAP,0,0,0,3,0,0,0,1,ACA,2,2021
,,,,인천 (RKSI),페낭 (WMKP),WMKP,24307,0,23827,1058,0,0,48134,529,KAL,529,2021
,,,,인천 (RKSI),페낭 (WMKP),WMKP,0,0,0,1,0,0,0,1,NCR,0,2021
,,,,인천 (RKSI),페낭 (WMKP),WMKP,0,0,0,1,0,0,0,1,VDA,0,2021
,,,,인천 (RKSI),페르가나 (UTFF),UTFF,99,0,0,2,0,0,99,2,UZB,0,2021
,,,,인천 (RKSI),페어뱅크스 (PAFA),PAFA,0,0,0,5,0,0,0,2,MLT,3,2021
,,,,인천 (RKSI),페트로파블롭스크-캄챠츠키 (UHPP),UHPP,0,0,0,1,0,0,0,0,,1,2021
,,,,인천 (RKSI),페트로파블롭스크-캄챠츠키 (UHPP),UHPP,0,0,0,2,0,0,0,1,AIH,1,2021
,,,,인천 (RKSI),페트로파블롭스크-캄챠츠키 (UHPP),UHPP,0,0,0,7,0,0,0,4,VDA,3,2021
,,,,인천 (RKSI),푸꾸옥 (VVPQ),VVPQ,3,402,2,2,201,201,5,1,VJC,1,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,9,0,0,0,5,,4,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,3998,882,0,0,3998,245,AAL,637,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,34143,83,27291,777,43,40,61434,388,AAR,389,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,60,0,0,0,5,ABW,55,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,1140,0,0,0,475,ACA,665,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,353,0,0,0,230,AFR,123,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,24,0,0,0,12,AMX,12,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,2,0,0,0,2,AZG,0,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,132,0,0,0,66,BOX,66,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,2893,0,1907,328,0,0,4800,164,CCA,164,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,6310,24350,4894,718,11274,13076,11204,359,CES,359,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,21804,0,20863,572,0,0,42667,286,CKK,286,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,26,0,0,0,1,CKS,25,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,1,0,0,0,0,CLX,1,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,99,13126,203,104,6249,6877,302,52,CQH,52,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,430,0,0,0,215,DAL,215,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,24,0,0,0,12,ETD,12,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,222,0,0,0,110,GEC,112,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,709,139,0,0,709,7,GTI,132,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,4,0,0,0,2,JJA,2,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,56036,0,40861,1612,0,0,96897,806,KAL,806,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,259,0,0,0,51,KLM,208,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,2,0,0,0,0,MMZ,2,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,9,0,0,0,2,NCR,7,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,6071,161,0,0,6071,2,PAC,159,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,88,0,0,0,88,QTR,0,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,413,0,0,0,207,UAL,206,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,55,0,12,1053,0,0,67,456,UPS,597,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,0,5,0,0,0,4,VDA,1,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,0,0,4,28,0,0,4,1,WGN,27,2021
,,,,인천 (RKSI),푸동 (ZSPD),ZSPD,411,0,572,138,0,0,983,69,YZR,69,2021
,,,,인천 (RKSI),푸저우(복주) (ZSFZ),ZSFZ,0,0,0,3,0,0,0,0,CKS,3,2021
,,,,인천 (RKSI),푸저우(복주) (ZSFZ),ZSFZ,0,0,0,122,0,0,0,52,WGN,70,2021
,,,,인천 (RKSI),프놈펜 (VDPP),VDPP,0,2,0,2,0,2,0,2,,0,2021
,,,,인천 (RKSI),프놈펜 (VDPP),VDPP,609,29159,644,451,15486,13673,1253,225,AAR,226,2021
,,,,인천 (RKSI),프놈펜 (VDPP),VDPP,1283,29417,1425,379,14682,14735,2708,190,KAL,189,2021
,,,,인천 (RKSI),프놈펜 (VDPP),VDPP,0,0,118,28,0,0,118,14,KHV,14,2021
,,,,인천 (RKSI),프놈펜 (VDPP),VDPP,0,0,0,4,0,0,0,4,NCR,0,2021
,,,,인천 (RKSI),프놈펜 (VDPP),VDPP,5,0,0,2,0,0,5,2,TUP,0,2021
,,,,인천 (RKSI),프라하 (LKPR),LKPR,32,485,37,6,228,257,69,3,KAL,3,2021
,,,,인천 (RKSI),프랑크푸르트 (EDDF),EDDF,36833,29908,34016,1353,14630,15278,70849,677,AAR,676,2021
,,,,인천 (RKSI),프랑크푸르트 (EDDF),EDDF,0,0,0,24,0,0,0,3,BOX,21,2021
,,,,인천 (RKSI),프랑크푸르트 (EDDF),EDDF,2289,39118,2612,314,18453,20665,4901,156,DLH,158,2021
,,,,인천 (RKSI),프랑크푸르트 (EDDF),EDDF,3811,0,11440,2193,0,0,15251,821,GEC,1372,2021
,,,,인천 (RKSI),프랑크푸르트 (EDDF),EDDF,0,0,0,1,0,0,0,1,GTI,0,2021
,,,,인천 (RKSI),프랑크푸르트 (EDDF),EDDF,34548,10956,33416,1375,5420,5536,67964,687,KAL,688,2021
,,,,인천 (RKSI),프랑크푸르트 (EDDF),EDDF,0,0,0,5,0,0,0,5,WGN,0,2021
,,,,인천 (RKSI),프랑크푸르트 (EDFH),EDFH,0,0,0,1,0,0,0,1,,0,2021
,,,,인천 (RKSI),프랑크푸르트 (EDFH),EDFH,0,0,0,1,0,0,0,1,GTI,0,2021
,,,,인천 (RKSI),프랑크푸르트 (EDFH),EDFH,0,0,0,1,0,0,0,1,PAC,0,2021
,,,,인천 (RKSI),프랑크푸르트 (EDFH),EDFH,0,0,28,1,0,0,28,0,VDA,1,2021
,,,,인천 (RKSI),프랑크푸르트 (EDFH),EDFH,0,0,0,1,0,0,0,1,WGN,0,2021
,,,,인천 (RKSI),프레스트위크 (EGPK),EGPK,0,0,38,1,0,0,38,0,VDA,1,2021
,,,,인천 (RKSI),프리스티나 국제공항 아뎀 자샤리 (BKPR),BKPR,0,0,0,1,0,0,0,1,GTI,0,2021
,,,,인천 (RKSI),피츠버그 (KPIT),KPIT,0,0,0,1,0,0,0,0,,1,2021
,,,,인천 (RKSI),피츠버그 (KPIT),KPIT,0,0,0,1,0,0,0,0,MMZ,1,2021
,,,,인천 (RKSI),하네다 (RJTT),RJTT,0,4,0,3,0,4,0,2,,1,2021
,,,,인천 (RKSI),하네다 (RJTT),RJTT,2,87,0,2,0,87,2,1,KAL,1,2021
,,,,인천 (RKSI),하바로프스크 (UHHH),UHHH,10,2608,35,59,2091,517,45,30,SHU,29,2021
,,,,인천 (RKSI),하바로프스크 (UHHH),UHHH,0,0,0,2,0,0,0,2,TUP,0,2021
,,,,인천 (RKSI),하바로프스크 (UHHH),UHHH,0,0,0,2,0,0,0,0,VDA,2,2021
,,,,인천 (RKSI),하얼빈 (ZYHB),ZYHB,247,18230,252,104,9148,9082,499,52,AAR,52,2021
,,,,인천 (RKSI),하얼빈 (ZYHB),ZYHB,122,12956,134,104,6306,6650,256,52,JJA,52,2021
,,,,인천 (RKSI),하이커우 (ZJHK),ZJHK,1,0,29,26,0,0,30,13,JJA,13,2021
,,,,인천 (RKSI),할림 페르다나쿠수마 (WIHH),WIHH,0,8,0,1,8,0,0,0,,1,2021
,,,,인천 (RKSI),함부르크 (EDDH),EDDH,0,0,0,1,0,0,0,0,KAL,1,2021
,,,,인천 (RKSI),항저우 (ZSHC),ZSHC,181,8112,149,92,4292,3820,330,46,CCA,46,2021
,,,,인천 (RKSI),항저우 (ZSHC),ZSHC,0,0,0,3,0,0,0,1,GTI,2,2021
,,,,인천 (RKSI),항저우 (ZSHC),ZSHC,1087,0,590,295,0,0,1677,147,HYT,148,2021
,,,,인천 (RKSI),항저우 (ZSHC),ZSHC,0,0,0,194,0,0,0,97,KLM,97,2021
,,,,인천 (RKSI),항저우 (ZSHC),ZSHC,0,0,0,3,0,0,0,0,VAS,3,2021
,,,,인천 (RKSI),핼리팩스 (CYHZ),CYHZ,1,0,101,12,0,0,102,3,ACA,9,2021
,,,,인천 (RKSI),허페이 (ZSOF),ZSOF,0,0,0,2,0,0,0,2,ABW,0,2021
,,,,인천 (RKSI),허페이 (ZSOF),ZSOF,0,0,4,2,0,0,4,1,AIH,1,2021
,,,,인천 (RKSI),허페이 (ZSOF),ZSOF,0,0,0,5,0,0,0,0,CKS,5,2021
,,,,인천 (RKSI),헌츠빌 (KHSV),KHSV,0,0,0,1,0,0,0,0,GTI,1,2021
,,,,인천 (RKSI),헤이다르 알리예프 (UBBB),UBBB,10130,0,14805,376,0,0,24935,187,AZG,189,2021
,,,,인천 (RKSI),헬싱키 (EFHK),EFHK,8048,22866,6754,585,11045,11821,14802,292,FIN,293,2021
,,,,인천 (RKSI),호놀룰루 (PHNL),PHNL,0,22,0,2,22,0,0,0,,2,2021
,,,,인천 (RKSI),호놀룰루 (PHNL),PHNL,0,0,0,19,0,0,0,19,CKS,0,2021
,,,,인천 (RKSI),호놀룰루 (PHNL),PHNL,0,0,0,4,0,0,0,4,GTI,0,2021
,,,,인천 (RKSI),호놀룰루 (PHNL),PHNL,670,19464,3859,353,10286,9178,4529,192,HAL,161,2021
,,,,인천 (RKSI),호놀룰루 (PHNL),PHNL,115,6459,335,51,3719,2740,450,25,KAL,26,2021
,,,,인천 (RKSI),호놀룰루 (PHNL),PHNL,0,0,0,21,0,0,0,21,UPS,0,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,27,0,0,0,26,,1,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,41436,6389,24325,1380,2402,3987,65761,689,AAR,691,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,67,46,0,0,67,0,ABW,46,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,2,0,565,0,2,0,281,ACA,284,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,10943,0,11656,622,0,0,22599,311,AHK,311,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,95,0,0,0,47,AMX,48,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,1,0,0,0,0,AZG,1,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,17,0,0,0,17,BOX,0,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,262,0,0,0,246,CKS,16,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,7466,3705,6272,632,1703,2002,13738,316,CPA,316,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,1920,0,2006,200,0,0,3926,100,CRK,100,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,1904,124,0,0,1904,0,ETH,124,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,190,0,0,0,190,GEC,0,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,46,0,1623,861,0,0,1669,282,GTI,579,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,64007,17618,35888,2755,8285,9333,99895,1378,KAL,1377,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,1,0,0,0,1,LGT,0,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,3,0,0,0,2,MLT,1,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,7,0,0,0,5,NCR,2,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,1497,0,632,200,0,0,2129,86,PAC,114,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,1,0,0,0,1,QFA,0,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,224,0,13302,951,0,0,13526,545,SOO,406,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,1,0,0,0,0,TUP,1,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,14,0,29,14,0,0,43,7,TWB,7,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,64,0,0,0,15,UPS,49,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,3,0,0,0,1,VDA,2,2021
,,,,인천 (RKSI),홍콩 (VHHH),VHHH,0,0,0,536,0,0,0,234,WGN,302,2021
,,,,인천 (RKSI),후쿠오카 (RJFF),RJFF,27,2680,61,34,2028,652,88,17,AAR,17,2021
,,,,인천 (RKSI),후쿠오카 (RJFF),RJFF,29,3474,37,66,1885,1589,66,33,JNA,33,2021
,,,,인천 (RKSI),후쿠오카 (RJFF),RJFF,4,601,11,8,392,209,15,4,KAL,4,2021
,,,,인천 (RKSI),후쿠오카 (RJFF),RJFF,15,1456,15,38,740,716,30,19,TWB,19,2021
,,,,인천 (RKSI),히캄공군기지 (PHIK),PHIK,0,0,0,1,0,0,0,1,HAL,0,2021
,,,,인천 (RKSI), (BIKF),BIKF,0,0,0,14,0,0,0,0,,14,2022
,,,,인천 (RKSI), (BIKF),BIKF,0,0,0,10,0,0,0,0,ABD,10,2022
,,,,인천 (RKSI), (BIKF),BIKF,0,0,0,1,0,0,0,1,GTI,0,2022
,,,,인천 (RKSI), (EBMB),EBMB,0,10,0,2,0,10,0,2,,0,2022
,,,,인천 (RKSI), (EGSY),EGSY,0,0,0,2,0,0,0,0,ABL,2,2022
,,,,인천 (RKSI), (EGVN),EGVN,0,0,0,2,0,0,0,2,GTI,0,2022
,,,,인천 (RKSI), (KNUW),KNUW,0,0,0,5,0,0,0,4,GTI,1,2022
,,,,인천 (RKSI), (KSHV),KSHV,0,0,0,3,0,0,0,3,WGN,0,2022
,,,,인천 (RKSI), (KWRI),KWRI,0,0,0,2,0,0,0,2,GTI,0,2022
,,,,인천 (RKSI), (LERT),LERT,0,0,0,1,0,0,0,1,CKS,0,2022
,,,,인천 (RKSI), (LTAI),LTAI,0,0,0,1,0,0,0,1,RDA,0,2022
,,,,인천 (RKSI), (OIMM),OIMM,0,50,2,1,50,0,2,0,IRA,1,2022
,,,,인천 (RKSI), (OKBK),OKBK,0,0,0,2,0,0,0,2,CKS,0,2022
,,,,인천 (RKSI), (OKBK),OKBK,0,0,0,12,0,0,0,12,GTI,0,2022
,,,,인천 (RKSI), (OKBK),OKBK,0,0,0,15,0,0,0,15,WGN,0,2022
,,,,인천 (RKSI), (PHNG),PHNG,0,0,0,1,0,0,0,0,GTI,1,2022
,,,,인천 (RKSI), (USTR),USTR,0,0,0,1,0,0,0,1,VDA,0,2022
,,,,인천 (RKSI),DOVER (KDOV),KDOV,0,0,0,1,0,0,0,1,CKS,0,2022
,,,,인천 (RKSI),DOVER (KDOV),KDOV,0,0,0,16,0,0,0,16,GTI,0,2022
,,,,인천 (RKSI),DOVER (KDOV),KDOV,0,0,0,1,0,0,0,1,NCR,0,2022
,,,,인천 (RKSI),EIELSON AFB (PAEI),PAEI,0,0,0,1,0,0,0,1,CKS,0,2022
,,,,인천 (RKSI),EIELSON AFB (PAEI),PAEI,0,0,0,1,0,0,0,1,GTI,0,2022
,,,,인천 (RKSI),간사이 (RJBB),RJBB,11289,93161,7081,1106,48585,44576,18370,553,AAR,553,2022
,,,,인천 (RKSI),간사이 (RJBB),RJBB,363,66371,331,406,33647,32724,694,203,ABL,203,2022
,,,,인천 (RKSI),간사이 (RJBB),RJBB,0,0,0,2,0,0,0,2,ABW,0,2022
,,,,인천 (RKSI),간사이 (RJBB),RJBB,361,0,347,94,0,0,708,47,AIH,47,2022
,,,,인천 (RKSI),간사이 (RJBB),RJBB,200,45001,193,361,21810,23191,393,181,APJ,180,2022
,,,,인천 (RKSI),간사이 (RJBB),RJBB,192,39287,173,208,20003,19284,365,104,ASV,104,2022
,,,,인천 (RKSI),간사이 (RJBB),RJBB,0,0,0,5,0,0,0,3,FDX,2,2022
,,,,인천 (RKSI),간사이 (RJBB),RJBB,151,0,181,66,0,0,332,48,GEC,18,2022
,,,,인천 (RKSI),간사이 (RJBB),RJBB,0,0,0,2,0,0,0,0,GTI,2,2022
,,,,인천 (RKSI),간사이 (RJBB),RJBB,763,100300,637,710,50467,49833,1400,355,JJA,355,2022
,,,,인천 (RKSI),간사이 (RJBB),RJBB,751,131521,762,662,68494,63027,1513,331,JNA,331,2022
,,,,인천 (RKSI),간사이 (RJBB),RJBB,24823,88720,23086,1322,47650,41070,47909,661,KAL,661,2022
,,,,인천 (RKSI),간사이 (RJBB),RJBB,29,983,20,166,621,362,49,83,KLM,83,2022
,,,,인천 (RKSI),간사이 (RJBB),RJBB,0,0,0,1,0,0,0,0,NCR,1,2022
,,,,인천 (RKSI),간사이 (RJBB),RJBB,676,102060,658,576,51516,50544,1334,288,TWB,288,2022
,,,,인천 (RKSI),과달라하라 (MMGL),MMGL,9544,0,11644,313,0,0,21188,156,KAL,157,2022
,,,,인천 (RKSI),괌 (PGUM),PGUM,280,45032,277,286,23378,21654,557,143,ASV,143,2022
,,,,인천 (RKSI),괌 (PGUM),PGUM,0,0,0,2,0,0,0,2,GTI,0,2022
,,,,인천 (RKSI),괌 (PGUM),PGUM,694,105891,661,679,53120,52771,1355,339,JJA,340,2022
,,,,인천 (RKSI),괌 (PGUM),PGUM,535,80296,482,518,40105,40191,1017,258,JNA,260,2022
,,,,인천 (RKSI),괌 (PGUM),PGUM,917,97725,2859,617,49206,48519,3776,308,KAL,309,2022
,,,,인천 (RKSI),괌 (PGUM),PGUM,254,42487,270,302,21883,20604,524,151,TWB,151,2022
,,,,인천 (RKSI),괌 (PGUM),PGUM,0,0,0,5,0,0,0,5,UPS,0,2022
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,0,0,0,1,0,0,0,0,,1,2022
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,183,1073,119,40,844,229,302,20,AAR,20,2022
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,0,0,0,8,0,0,0,4,ABL,4,2022
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,0,0,0,1,0,0,0,1,CKS,0,2022
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,541,17199,627,100,7859,9340,1168,50,CSN,50,2022
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,0,0,0,87,0,0,0,50,DAL,37,2022
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,39368,21844,16337,1199,8114,13730,55705,598,KAL,601,2022
,,,,인천 (RKSI),광저우 (ZGGG),ZGGG,32,0,1,12,0,0,33,6,OKA,6,2022
,,,,인천 (RKSI),군산 (RKJK),RKJK,0,0,0,1,0,0,0,1,CKS,0,2022
,,,,인천 (RKSI),그린빌 스파르탄버그 (KGSP),KGSP,175,0,205,30,0,0,380,15,AJT,15,2022
,,,,인천 (RKSI),기타규슈 (RJFR),RJFR,9486,0,5370,378,0,0,14856,189,KAL,189,2022
,,,,인천 (RKSI),김해 (RKPK),RKPK,0,0,0,1,0,0,0,0,HVN,1,2022
,,,,인천 (RKSI),깜라인(나트랑) (VVCR),VVCR,1,199,2,4,83,116,3,2,AAR,2,2022
,,,,인천 (RKSI),깜라인(나트랑) (VVCR),VVCR,110,24082,103,149,12397,11685,213,74,ABL,75,2022
,,,,인천 (RKSI),깜라인(나트랑) (VVCR),VVCR,253,51309,215,303,25631,25678,468,151,ASV,152,2022
,,,,인천 (RKSI),깜라인(나트랑) (VVCR),VVCR,0,579,19,3,579,0,19,0,BAV,3,2022
,,,,인천 (RKSI),깜라인(나트랑) (VVCR),VVCR,61,9355,68,68,5004,4351,129,34,HVN,34,2022
,,,,인천 (RKSI),깜라인(나트랑) (VVCR),VVCR,122,24015,116,165,12448,11567,238,82,JJA,83,2022
,,,,인천 (RKSI),깜라인(나트랑) (VVCR),VVCR,36,7081,36,43,3760,3321,72,21,JNA,22,2022
,,,,인천 (RKSI),깜라인(나트랑) (VVCR),VVCR,13,2090,24,21,1285,805,37,10,KAL,11,2022
,,,,인천 (RKSI),깜라인(나트랑) (VVCR),VVCR,0,287,9,4,287,0,9,0,PIC,4,2022
