startDt,endDt,airlineType,koreaAirport,ap1,ap2,ap_ROUTE,arr_WEIGHT,total_PERSON,dep_WEIGHT,total_FP,dep_PERSON,arr_PERSON,total_WEIGHT,arr_FP,al_ICAO,dep_FP,year
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,0,0,0,1,0,0,0,0,ABW,1,2020
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,126,16538,106,113,8204,8334,232,57,ASV,56,2020
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,0,11,0,1,11,0,0,0,AWC,1,2020
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,960,104,751,107,104,0,1711,54,BAV,53,2020
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,0,0,0,14,0,0,0,7,CKS,7,2020
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,0,0,0,2,0,0,0,2,CLU,0,2020
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,0,0,0,24,0,0,0,1,GTI,23,2020
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,2689,59470,2295,431,25440,34030,4984,235,HVN,196,2020
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,147,14231,101,113,7117,7114,248,57,JJA,56,2020
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,95,13905,91,111,6750,7155,186,56,JNA,55,2020
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,41747,82429,37391,1769,37404,45025,79138,884,KAL,885,2020
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,131,14173,141,100,6994,7179,272,51,TWB,49,2020
,,,,인천 (RKSI),노이바이(하노이) (VVNB),VVNB,366,42615,372,277,20759,21856,738,141,VJC,136,2020
,,,,인천 (RKSI),누르술탄 나자르바예프 (UACC),UACC,0,11,0,1,0,11,0,1,AWC,0,2020
,,,,인천 (RKSI),누르술탄 나자르바예프 (UACC),UACC,35,4599,83,38,2544,2055,118,19,KZR,19,2020
,,,,인천 (RKSI),뉴어크 리버티 (KEWR),KEWR,0,0,208,13,0,0,208,1,FDX,12,2020
,,,,인천 (RKSI),뉴어크 리버티 (KEWR),KEWR,0,0,16,1,0,0,16,0,UAL,1,2020
,,,,인천 (RKSI),뉴욕 (KJFK),KJFK,5733,97858,7501,872,45013,52845,13234,437,AAR,435,2020
,,,,인천 (RKSI),뉴욕 (KJFK),KJFK,329,0,0,98,0,0,329,91,CKS,7,2020
,,,,인천 (RKSI),뉴욕 (KJFK),KJFK,0,19,0,1,19,0,0,0,DAL,1,2020
,,,,인천 (RKSI),뉴욕 (KJFK),KJFK,7687,0,4773,331,0,0,12460,249,GTI,82,2020
,,,,인천 (RKSI),뉴욕 (KJFK),KJFK,23628,130066,32547,1879,59564,70502,56175,940,KAL,939,2020
,,,,인천 (RKSI),뉴욕 (KJFK),KJFK,0,0,0,1,0,0,0,1,PAC,0,2020
,,,,인천 (RKSI),뉴욕 (KJFK),KJFK,0,0,0,27,0,0,0,0,QFA,27,2020
,,,,인천 (RKSI),뉴욕 (KJFK),KJFK,5404,0,0,147,0,0,5404,147,SOO,0,2020
,,,,인천 (RKSI),니가타 (RJSN),RJSN,47,5269,48,54,2729,2540,95,27,KAL,27,2020
,,,,인천 (RKSI),닝보 (ZSNB),ZSNB,18,4385,30,34,2289,2096,48,17,ABL,17,2020
,,,,인천 (RKSI),닝보 (ZSNB),ZSNB,0,0,0,41,0,0,0,0,CKS,41,2020
,,,,인천 (RKSI),닝보 (ZSNB),ZSNB,0,448,9,10,403,45,9,5,CQH,5,2020
,,,,인천 (RKSI),다낭 (VVDN),VVDN,419,39110,323,221,18603,20507,742,111,AAR,110,2020
,,,,인천 (RKSI),다낭 (VVDN),VVDN,112,18200,65,130,8445,9755,177,65,ASV,65,2020
,,,,인천 (RKSI),다낭 (VVDN),VVDN,62,9798,39,113,4184,5614,101,56,BAV,57,2020
,,,,인천 (RKSI),다낭 (VVDN),VVDN,212,39413,156,302,18999,20414,368,152,ESR,150,2020
,,,,인천 (RKSI),다낭 (VVDN),VVDN,70,11715,178,91,6908,4807,248,41,HVN,50,2020
,,,,인천 (RKSI),다낭 (VVDN),VVDN,186,27831,135,229,13128,14703,321,115,JJA,114,2020
,,,,인천 (RKSI),다낭 (VVDN),VVDN,428,70243,327,334,33372,36871,755,168,JNA,166,2020
,,,,인천 (RKSI),다낭 (VVDN),VVDN,495,47469,490,239,22165,25304,985,120,KAL,119,2020
,,,,인천 (RKSI),다낭 (VVDN),VVDN,66,12516,46,100,5915,6601,112,50,PIC,50,2020
,,,,인천 (RKSI),다낭 (VVDN),VVDN,207,39902,162,299,19585,20317,369,150,TWB,149,2020
,,,,인천 (RKSI),다낭 (VVDN),VVDN,0,0,0,1,0,0,0,0,VDA,1,2020
,,,,인천 (RKSI),다낭 (VVDN),VVDN,261,52879,233,375,25468,27411,494,186,VJC,189,2020
,,,,인천 (RKSI),다윈 (YPDN),YPDN,0,0,0,1,0,0,0,1,DAL,0,2020
,,,,인천 (RKSI),다카 (VGHS),VGHS,6,1254,24,15,621,633,30,8,AAR,7,2020
,,,,인천 (RKSI),다카 (VGHS),VGHS,0,61,3,1,61,0,3,0,ABL,1,2020
,,,,인천 (RKSI),다카 (VGHS),VGHS,13,936,14,6,189,747,27,3,KAL,3,2020
,,,,인천 (RKSI),다카마쓰 (RJOT),RJOT,25,7409,30,52,3745,3664,55,26,ASV,26,2020
,,,,인천 (RKSI),달랏 (VVDL),VVDL,33,3963,29,34,1913,2050,62,17,KAL,17,2020
,,,,인천 (RKSI),달랏 (VVDL),VVDL,16,3593,14,52,1734,1859,30,27,VJC,25,2020
,,,,인천 (RKSI),담만 (OEDF),OEDF,9,545,0,3,0,545,9,3,SVA,0,2020
,,,,인천 (RKSI),대구 (RKTN),RKTN,0,0,0,1,0,0,0,0,ABL,1,2020
,,,,인천 (RKSI),대구 (RKTN),RKTN,0,0,0,1,0,0,0,0,JJA,1,2020
,,,,인천 (RKSI),대구 (RKTN),RKTN,52,2977,0,20,0,2977,52,20,TWB,0,2020
,,,,인천 (RKSI),대련 (ZYTL),ZYTL,0,0,0,6,0,0,0,0,,6,2020
,,,,인천 (RKSI),대련 (ZYTL),ZYTL,348,21802,394,114,10070,11732,742,57,AAR,57,2020
,,,,인천 (RKSI),대련 (ZYTL),ZYTL,786,32103,554,498,16166,15937,1340,249,CSN,249,2020
,,,,인천 (RKSI),대련 (ZYTL),ZYTL,0,0,9,2,0,0,9,1,CTJ,1,2020
,,,,인천 (RKSI),대련 (ZYTL),ZYTL,14,0,7,10,0,0,21,5,CYZ,5,2020
,,,,인천 (RKSI),대련 (ZYTL),ZYTL,0,0,0,1,0,0,0,1,HXA,0,2020
,,,,인천 (RKSI),대련 (ZYTL),ZYTL,3107,17104,1897,472,9015,8089,5004,236,KAL,236,2020
,,,,인천 (RKSI),댈러스 (KDFW),KDFW,2295,47196,4026,709,26291,20905,6321,464,AAL,245,2020
,,,,인천 (RKSI),댈러스 (KDFW),KDFW,560,0,1260,28,0,0,1820,14,AAR,14,2020
,,,,인천 (RKSI),댈러스 (KDFW),KDFW,0,0,39,1,0,0,39,0,GTI,1,2020
,,,,인천 (RKSI),댈러스 (KDFW),KDFW,2545,26310,4496,316,14636,11674,7041,158,KAL,158,2020
,,,,인천 (RKSI),더블린 (EIDW),EIDW,1,0,152,24,0,0,153,12,EIN,12,2020
,,,,인천 (RKSI),덴파사(응우라 라이) (WADD),WADD,0,110,2,1,110,0,2,0,CTV,1,2020
,,,,인천 (RKSI),덴파사(응우라 라이) (WADD),WADD,1080,35081,1313,196,15323,19758,2393,98,GIA,98,2020
,,,,인천 (RKSI),덴파사(응우라 라이) (WADD),WADD,425,49666,354,190,23759,25907,779,95,KAL,95,2020
,,,,인천 (RKSI),델리 (VIDP),VIDP,35,4510,66,34,1597,2913,101,17,AAR,17,2020
,,,,인천 (RKSI),델리 (VIDP),VIDP,606,14151,920,148,7393,6758,1526,75,AIC,73,2020
,,,,인천 (RKSI),델리 (VIDP),VIDP,0,0,0,63,0,0,0,52,GTI,11,2020
,,,,인천 (RKSI),델리 (VIDP),VIDP,0,0,0,1,0,0,0,1,HFM,0,2020
,,,,인천 (RKSI),델리 (VIDP),VIDP,1065,25011,1689,309,10937,14074,2754,155,KAL,154,2020
,,,,인천 (RKSI),도모데도보(모스크바) (UUDD),UUDD,3348,0,415,75,0,0,3763,66,ABW,9,2020
,,,,인천 (RKSI),도모데도보(모스크바) (UUDD),UUDD,0,0,50,3,0,0,50,0,RAM,3,2020
,,,,인천 (RKSI),도모데도보(모스크바) (UUDD),UUDD,0,0,0,1,0,0,0,0,VAS,1,2020
,,,,인천 (RKSI),도모데도보(모스크바) (UUDD),UUDD,0,0,0,1,0,0,0,1,VDA,0,2020
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,13556,105527,14994,1268,53554,51973,28550,635,AAR,633,2020
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,10,0,0,1,0,0,10,1,ABW,0,2020
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,7176,0,7207,461,0,0,14383,256,AJX,205,2020
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,133,37112,153,244,19228,17884,286,122,ASV,122,2020
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,217,35221,226,278,18043,17178,443,139,ESR,139,2020
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,65,6565,48,282,2557,4008,113,141,ETH,141,2020
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,0,3,0,0,0,3,FDX,0,2020
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,14,0,0,2,0,0,14,2,GEC,0,2020
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,0,29,0,0,0,15,GTI,14,2020
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,370,788,540,78,143,645,910,39,JAL,39,2020
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,602,92486,630,769,44377,48109,1232,385,JJA,384,2020
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,153,31743,182,322,16298,15445,335,161,JNA,161,2020
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,37310,77748,40999,1706,40900,36848,78309,854,KAL,852,2020
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,24,0,0,5,0,0,24,4,PAC,1,2020
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,274,52665,337,423,26930,25735,611,212,TWB,211,2020
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,229,305,1098,184,176,129,1327,92,TZP,92,2020
,,,,인천 (RKSI),도쿄/나리타 (RJAA),RJAA,0,0,0,1,0,0,0,1,UZB,0,2020
,,,,인천 (RKSI),도하 (OTHH),OTHH,26316,87734,28481,1187,38035,49699,54797,594,QTR,593,2020
,,,,인천 (RKSI),돈므앙(방콕) (VTBD),VTBD,1694,97685,1166,414,48412,49273,2860,207,TAX,207,2020
,,,,인천 (RKSI),두바이 (OMDB),OMDB,289,20497,692,125,9937,10560,981,63,KAL,62,2020
,,,,인천 (RKSI),두바이 (OMDB),OMDB,5440,85346,7166,632,44344,41002,12606,316,UAE,316,2020
,,,,인천 (RKSI),두바이 (OMDB),OMDB,5,0,0,146,0,0,5,125,UPS,21,2020
,,,,인천 (RKSI),두샨베 (UTDD),UTDD,1,184,5,2,124,60,6,1,TJK,1,2020
,,,,인천 (RKSI),디트로이트 (KDTW),KDTW,2920,72955,5935,859,37283,35672,8855,431,DAL,428,2020
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,5038,72229,4627,650,26617,45612,9665,325,AAR,325,2020
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,17,0,0,1,0,0,17,1,AFL,0,2020
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,21,12,15,7,12,0,36,5,BAV,2,2020
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,0,0,0,12,0,0,0,7,CKS,5,2020
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,1627,51081,1779,320,23948,27133,3406,162,HVN,158,2020
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,173,16324,112,125,7462,8862,285,63,JJA,62,2020
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,12249,98949,9796,1151,38366,60583,22045,576,KAL,575,2020
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,342,19144,307,175,9686,9458,649,88,TWB,87,2020
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,5,0,0,3,0,0,5,3,VDA,0,2020
,,,,인천 (RKSI),떤 선녓(호찌민) (VVTS),VVTS,517,54112,506,380,25495,28617,1023,189,VJC,191,2020
,,,,인천 (RKSI),라스베이거스 (KLAS),KLAS,8,1059,11,4,610,449,19,2,DAL,2,2020
,,,,인천 (RKSI),라스베이거스 (KLAS),KLAS,646,24335,715,105,12516,11819,1361,53,KAL,52,2020
,,,,인천 (RKSI),라이프치히 (EDDP),EDDP,21018,0,1397,1104,0,0,22415,569,BOX,535,2020
,,,,인천 (RKSI),라이프치히 (EDDP),EDDP,0,0,0,1,0,0,0,1,CKS,0,2020
,,,,인천 (RKSI),라이프치히 (EDDP),EDDP,0,0,0,1,0,0,0,1,CLU,0,2020
,,,,인천 (RKSI),라이프치히 (EDDP),EDDP,156,0,0,8,0,0,156,8,SOO,0,2020
,,,,인천 (RKSI),란저우 (ZLLL),ZLLL,0,0,0,2,0,0,0,2,ABW,0,2020
,,,,인천 (RKSI),람스테인 (ETAR),ETAR,0,0,0,3,0,0,0,3,CKS,0,2020
,,,,인천 (RKSI),람스테인 (ETAR),ETAR,0,0,0,18,0,0,0,18,GTI,0,2020
,,,,인천 (RKSI),람스테인 (ETAR),ETAR,0,0,0,2,0,0,0,2,PAC,0,2020
,,,,인천 (RKSI),람스테인 (ETAR),ETAR,0,0,0,4,0,0,0,4,WGN,0,2020
,,,,인천 (RKSI),런던히드로 (EGLL),EGLL,1282,28274,1323,191,13373,14901,2605,96,AAR,95,2020
,,,,인천 (RKSI),런던히드로 (EGLL),EGLL,1220,25401,1784,300,12189,13212,3004,150,BAW,150,2020
,,,,인천 (RKSI),런던히드로 (EGLL),EGLL,12833,53804,13585,718,23653,30151,26418,359,KAL,359,2020
,,,,인천 (RKSI),로마 (LIRF),LIRF,483,18137,348,77,8258,9879,831,39,AAR,38,2020
,,,,인천 (RKSI),로마 (LIRF),LIRF,571,14366,327,111,6762,7604,898,72,AZA,39,2020
,,,,인천 (RKSI),로마 (LIRF),LIRF,869,21080,497,95,9539,11541,1366,48,KAL,47,2020
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,0,0,0,4,0,0,0,0,,4,2020
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,2690,0,0,595,0,0,2690,594,AAL,1,2020
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,10731,156763,26206,1692,72362,84401,36937,845,AAR,847,2020
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,1564,0,0,299,0,0,1564,272,CKS,27,2020
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,0,3,0,2,0,3,0,2,CPA,0,2020
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,282,0,497,86,0,0,779,40,DAL,46,2020
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,2655,0,0,53,0,0,2655,53,FDX,0,2020
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,2776,0,4830,421,0,0,7606,354,GTI,67,2020
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,0,0,1608,86,0,0,1608,1,HAL,85,2020
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,0,0,52,4,0,0,52,2,JNA,2,2020
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,39393,163902,74315,2850,69441,94461,113708,1423,KAL,1427,2020
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,0,0,23,3,0,0,23,0,NCR,3,2020
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,13346,0,4956,692,0,0,18302,464,PAC,228,2020
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,410,0,779,192,0,0,1189,39,SOO,153,2020
,,,,인천 (RKSI),로스앤젤레스 (KLAX),KLAX,0,0,0,75,0,0,0,75,WGN,0,2020
,,,,인천 (RKSI),로얄 에어포스 페어포드 (EVGA),EVGA,0,0,0,1,0,0,0,1,GTI,0,2020
,,,,인천 (RKSI),루이즈빌 (KSDF),KSDF,0,0,72,1,0,0,72,0,CKS,1,2020
,,,,인천 (RKSI),루이즈빌 (KSDF),KSDF,874,0,3788,628,0,0,4662,336,UPS,292,2020
,,,,인천 (RKSI),룩셈부르크 핀델 (ELLX),ELLX,6441,0,11048,308,0,0,17489,154,CLX,154,2020
,,,,인천 (RKSI),룩셈부르크 핀델 (ELLX),ELLX,0,0,0,2,0,0,0,0,ICV,2,2020
,,,,인천 (RKSI),리스본 (LPPT),LPPT,161,8811,111,38,4213,4598,272,19,AAR,19,2020
,,,,인천 (RKSI),리에주 (EBLG),EBLG,2,0,1001,34,0,0,1003,11,ETH,23,2020
,,,,인천 (RKSI),리에주 (EBLG),EBLG,0,0,0,1,0,0,0,1,GTI,0,2020
,,,,인천 (RKSI),리에주 (EBLG),EBLG,0,0,0,1,0,0,0,1,WGN,0,2020
,,,,인천 (RKSI),린이 (ZSLY),ZSLY,5,1738,10,14,986,752,15,7,ASV,7,2020
,,,,인천 (RKSI),린이 (ZSLY),ZSLY,4,0,11,6,0,0,15,3,CDC,3,2020
,,,,인천 (RKSI),린이 (ZSLY),ZSLY,6,0,15,6,0,0,21,3,CTJ,3,2020
,,,,인천 (RKSI),마나스 (UCFM),UCFM,15,1058,13,14,428,630,28,6,TWB,8,2020
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,4720,112597,4339,759,47498,65099,9059,379,AAR,380,2020
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,180,31977,262,276,15376,16601,442,138,APG,138,2020
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,652,32933,1860,221,16234,16699,2512,109,CEB,112,2020
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,0,0,0,1,0,0,0,1,DLH,0,2020
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,2,79,0,1,0,79,2,1,ETH,0,2020
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,147,17703,171,164,8521,9182,318,82,JJA,82,2020
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,11408,152152,9383,1152,62459,89693,20791,575,KAL,577,2020
,,,,인천 (RKSI),마닐라 (RPLL),RPLL,573,46977,1566,332,22765,24212,2139,166,PAL,166,2020
,,,,인천 (RKSI),마드리드 (LEMD),LEMD,10772,12113,10223,279,5676,6437,20995,139,KAL,140,2020
,,,,인천 (RKSI),마라나 (KMZJ),KMZJ,0,0,0,1,0,0,0,0,ABL,1,2020
,,,,인천 (RKSI),마르세유 (LFML),LFML,17,0,0,2,0,0,17,2,VDA,0,2020
,,,,인천 (RKSI),마스트리히 (EHBK),EHBK,0,0,0,1,0,0,0,0,HFM,1,2020
,,,,인천 (RKSI),마쓰야마 (RJOM),RJOM,25,7100,27,60,3614,3486,52,30,JJA,30,2020
,,,,인천 (RKSI),마이애미 (KMIA),KMIA,0,0,0,12,0,0,0,12,CKS,0,2020
,,,,인천 (RKSI),마이애미 (KMIA),KMIA,101,0,4844,90,0,0,4945,8,GTI,82,2020
,,,,인천 (RKSI),마이애미 (KMIA),KMIA,31,0,75,2,0,0,106,1,KAL,1,2020
,,,,인천 (RKSI),마카오 (VMMC),VMMC,192,17647,205,162,8392,9255,397,81,AMU,81,2020
,,,,인천 (RKSI),마카오 (VMMC),VMMC,41,10060,39,74,5014,5046,80,37,ESR,37,2020
,,,,인천 (RKSI),마카오 (VMMC),VMMC,72,20511,65,143,9878,10633,137,72,JJA,71,2020
,,,,인천 (RKSI),마카오 (VMMC),VMMC,115,25266,146,157,12245,13021,261,79,JNA,78,2020
,,,,인천 (RKSI),마카오 (VMMC),VMMC,32,8036,71,69,3846,4190,103,35,TWB,34,2020
,,,,인천 (RKSI),마틸다 라자팍사 (VCRI),VCRI,0,280,14,1,280,0,14,0,ALK,1,2020
,,,,인천 (RKSI),마틸다 라자팍사 (VCRI),VCRI,3,157,0,1,0,157,3,1,MMA,0,2020
,,,,인천 (RKSI),말레 (VRMM),VRMM,315,11420,257,54,5804,5616,572,27,KAL,27,2020
,,,,인천 (RKSI),말모 (ESMS),ESMS,0,0,40,1,0,0,40,0,VDA,1,2020
,,,,인천 (RKSI),멕시코시티 (MMMX),MMMX,550,32685,1816,413,16789,15896,2366,208,AMX,205,2020
,,,,인천 (RKSI),멜버른 (YMML),YMML,57,5034,43,20,2165,2869,100,10,AAR,10,2020
,,,,인천 (RKSI),멜버른 (YMML),YMML,11,239,2,2,0,239,13,1,KAL,1,2020
,,,,인천 (RKSI),멤피스 (KMEM),KMEM,23989,0,7326,1382,0,0,31315,1010,FDX,372,2020
,,,,인천 (RKSI),목단강 (ZYMD),ZYMD,35,4405,37,46,2246,2159,72,23,CSN,23,2020
,,,,인천 (RKSI),목단강 (ZYMD),ZYMD,77,8968,83,92,4510,4458,160,46,KAL,46,2020
,,,,인천 (RKSI),몬트리올 (CYUL),CYUL,0,0,29,2,0,0,29,0,ACA,2,2020
,,,,인천 (RKSI),무스카트 (OOMS),OOMS,0,9,9,3,9,0,9,1,,2,2020
,,,,인천 (RKSI),무안 (RKJB),RKJB,0,0,0,1,0,0,0,0,JJA,1,2020
,,,,인천 (RKSI),뭄바이 (VABB),VABB,3,349,6,2,128,221,9,1,AAR,1,2020
,,,,인천 (RKSI),뭄바이 (VABB),VABB,0,114,6,3,114,0,6,2,AIC,1,2020
,,,,인천 (RKSI),뭄바이 (VABB),VABB,326,9091,266,67,3565,5526,592,33,KAL,34,2020
,,,,인천 (RKSI),뮌헨 (EDDM),EDDM,1663,32963,2086,322,16511,16452,3749,202,DLH,120,2020
,,,,인천 (RKSI),미니애폴리스 (KMSP),KMSP,652,26771,882,110,13850,12921,1534,55,DAL,55,2020
,,,,인천 (RKSI),미야자키 (RJFM),RJFM,50,4890,45,54,2426,2464,95,27,AAR,27,2020
,,,,인천 (RKSI),미야자키 (RJFM),RJFM,26,5406,30,54,2814,2592,56,27,ESR,27,2020
,,,,인천 (RKSI),미자와 (RJSM),RJSM,0,0,0,1,0,0,0,1,CKS,0,2020
,,,,인천 (RKSI),미자와 (RJSM),RJSM,0,0,0,3,0,0,0,3,GTI,0,2020
,,,,인천 (RKSI),민스크 (UMMS),UMMS,0,0,0,1,0,0,0,1,RSB,0,2020
,,,,인천 (RKSI),밀라노 (LIMC),LIMC,0,0,0,1,0,0,0,0,,1,2020
,,,,인천 (RKSI),밀라노 (LIMC),LIMC,11474,0,12735,291,0,0,24209,145,AAR,146,2020
,,,,인천 (RKSI),밀라노 (LIMC),LIMC,0,0,0,1,0,0,0,0,AZA,1,2020
,,,,인천 (RKSI),밀라노 (LIMC),LIMC,312,0,211,17,0,0,523,9,ICV,8,2020
,,,,인천 (RKSI),밀라노 (LIMC),LIMC,15884,11783,16930,506,5300,6483,32814,253,KAL,253,2020
,,,,인천 (RKSI),밀라노 (LIMC),LIMC,0,0,66,3,0,0,66,0,NOS,3,2020
,,,,인천 (RKSI),밀라노 (LIMC),LIMC,3,0,0,16,0,0,3,16,SOO,0,2020
,,,,인천 (RKSI),바그람 (OAIX),OAIX,0,0,0,23,0,0,0,23,GTI,0,2020
,,,,인천 (RKSI),바그람 (OAIX),OAIX,0,0,0,5,0,0,0,5,PAC,0,2020
,,,,인천 (RKSI),바레인 (OBBI),OBBI,0,0,0,23,0,0,0,23,CKS,0,2020
,,,,인천 (RKSI),바레인 (OBBI),OBBI,0,0,0,10,0,0,0,10,PAC,0,2020
,,,,인천 (RKSI),바레인 (OBBI),OBBI,21,0,0,20,0,0,21,20,SOO,0,2020
,,,,인천 (RKSI),바르샤바 (EPWA),EPWA,1800,40273,2230,306,19032,21241,4030,158,LOT,148,2020
,,,,인천 (RKSI),바르셀로나 (LEBL),LEBL,486,17744,338,77,8041,9703,824,39,AAR,38,2020
,,,,인천 (RKSI),바르셀로나 (LEBL),LEBL,542,17694,446,84,8308,9386,988,42,KAL,42,2020
,,,,인천 (RKSI),바리 (LIBD),LIBD,0,0,0,2,0,0,0,0,AZA,2,2020
,,,,인천 (RKSI),반다라나이케 (VCBI),VCBI,26,582,37,7,493,89,63,4,ALK,3,2020
,,,,인천 (RKSI),반다라나이케 (VCBI),VCBI,65,2269,77,16,1767,502,142,8,KAL,8,2020
,,,,인천 (RKSI),반다르스리 (WBSB),WBSB,52,5730,78,74,2822,2908,130,37,RBA,37,2020
,,,,인천 (RKSI),밴쿠버 (CYVR),CYVR,3112,65670,4186,596,33142,32528,7298,315,ACA,281,2020
,,,,인천 (RKSI),밴쿠버 (CYVR),CYVR,1900,51214,2672,414,24806,26408,4572,207,KAL,207,2020
,,,,인천 (RKSI),번돈 (VVVD),VVVD,15,7373,145,54,6016,1357,160,27,AAR,27,2020
,,,,인천 (RKSI),번돈 (VVVD),VVVD,0,342,10,2,342,0,10,0,BAV,2,2020
,,,,인천 (RKSI),번돈 (VVVD),VVVD,0,3876,125,22,3876,0,125,0,HVN,22,2020
,,,,인천 (RKSI),번돈 (VVVD),VVVD,0,2247,58,24,2238,9,58,12,KAL,12,2020
,,,,인천 (RKSI),베나지르 부토 (OPRN),OPRN,0,0,0,1,0,0,0,0,,1,2020
,,,,인천 (RKSI),베니스 (LIPZ),LIPZ,212,8602,132,36,3972,4630,344,18,AAR,18,2020
,,,,인천 (RKSI),베오그라드 니콜라 테슬라 (LYBE),LYBE,0,19,46,6,12,7,46,3,ASL,3,2020
,,,,인천 (RKSI),베오그라드 니콜라 테슬라 (LYBE),LYBE,0,0,6,1,0,0,6,0,RSB,1,2020
,,,,인천 (RKSI),베이루트 (OLBA),OLBA,18,539,13,4,263,276,31,2,KAL,2,2020
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,0,26,1,2,26,0,1,1,,1,2020
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,0,0,641,338,0,0,641,0,AAL,338,2020
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,625,43244,714,292,22481,20763,1339,146,AAR,146,2020
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,0,0,0,4,0,0,0,3,ABW,1,2020
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,0,0,0,34,0,0,0,17,ACA,17,2020
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,0,0,0,40,0,0,0,21,AFR,19,2020
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,1807,74402,1611,544,41044,33358,3418,276,CCA,268,2020
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,96,9371,124,80,4794,4577,220,40,CSN,40,2020
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,0,0,0,33,0,0,0,0,DLH,33,2020
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,10,0,0,4,0,0,10,2,FDX,2,2020
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,0,0,0,81,0,0,0,81,GEC,0,2020
,,,,인천 (RKSI),베이징 (ZBAA),ZBAA,3656,47946,3400,643,25093,22853,7056,322,KAL,321,2020
